timestamp,open,high,low,close,volume
2017-10-18 10:12:00,176.4600,176.5120,176.3967,176.5000,23245
2017-10-18 10:11:00,176.4200,176.7800,176.4010,176.4400,55369
2017-10-18 10:10:00,176.6000,176.6400,176.2800,176.4020,72593
2017-10-18 10:09:00,176.7126,176.7126,176.5500,176.5800,22652
2017-10-18 10:08:00,176.6557,176.8000,176.6557,176.7232,37548
2017-10-18 10:07:00,176.6700,176.6867,176.5700,176.6400,51859
2017-10-18 10:06:00,176.7600,176.8265,176.6400,176.6928,38276
2017-10-18 10:05:00,176.9900,177.0300,176.7700,176.7756,35474
2017-10-18 10:04:00,176.6800,177.0700,176.6800,177.0000,62294
2017-10-18 10:03:00,176.7000,176.7500,176.6000,176.6800,46288
2017-10-18 10:02:00,176.6370,176.7400,176.5800,176.7000,36161
2017-10-18 10:01:00,176.9000,176.9400,176.5700,176.6700,57680
2017-10-18 10:00:00,176.7800,176.9200,176.7400,176.8800,41445
2017-10-18 09:59:00,176.7100,176.8105,176.6800,176.7669,35626
2017-10-18 09:58:00,176.9250,176.9600,176.6300,176.7100,76043
2017-10-18 09:57:00,177.0750,177.0750,176.8500,176.9500,52327
2017-10-18 09:56:00,177.2400,177.2876,177.0000,177.0100,53368
2017-10-18 09:55:00,177.2158,177.3200,177.1300,177.2533,31405
2017-10-18 09:54:00,177.2200,177.3700,177.1400,177.2200,43139
2017-10-18 09:53:00,177.1600,177.3000,177.0500,177.1800,42408
2017-10-18 09:52:00,177.2600,177.3300,177.1100,177.1372,33954
2017-10-18 09:51:00,177.0900,177.4000,177.0800,177.3050,42919
2017-10-18 09:50:00,177.3700,177.3900,176.9400,177.0510,110276
2017-10-18 09:49:00,177.5700,177.6550,177.3400,177.3800,40375
2017-10-18 09:48:00,177.5710,177.5710,177.3100,177.5200,67835
2017-10-18 09:47:00,177.2900,177.5700,177.2900,177.5500,57933
2017-10-18 09:46:00,177.9100,177.9200,177.2300,177.3000,106333
2017-10-18 09:45:00,177.8600,177.9800,177.8200,177.8800,91790
2017-10-18 09:44:00,177.7600,177.8900,177.7300,177.8486,50963
2017-10-18 09:43:00,177.8500,177.9483,177.7000,177.7717,68026
2017-10-18 09:42:00,178.0400,178.0500,177.7170,177.8900,68430
2017-10-18 09:41:00,177.9269,178.0800,177.8500,178.0436,85348
2017-10-18 09:40:00,177.9220,178.0800,177.8200,177.9490,147168
2017-10-18 09:39:00,177.6500,177.9300,177.6100,177.8850,99945
2017-10-18 09:38:00,177.6078,177.8000,177.5300,177.6400,72897
2017-10-18 09:37:00,177.6500,177.7900,177.5000,177.6000,83002
2017-10-18 09:36:00,177.4779,177.6700,177.2500,177.6300,152994
2017-10-18 09:35:00,177.7050,178.0000,177.3900,177.5100,161263
2017-10-18 09:34:00,177.7100,178.1000,177.6300,177.6600,230273
2017-10-18 09:33:00,177.4100,177.7100,177.3600,177.6700,234875
2017-10-18 09:32:00,177.1410,177.4400,176.8500,177.4200,121826
2017-10-18 09:31:00,177.0900,177.3600,176.9600,177.1450,352965
2017-10-17 16:00:00,175.5200,175.6800,175.3000,175.4800,470844
2017-10-17 15:59:00,175.3950,175.5300,175.3200,175.5200,164436
2017-10-17 15:58:00,175.4401,175.4462,175.3700,175.3950,95929
2017-10-17 15:57:00,175.4738,175.5000,175.4400,175.4400,82549
2017-10-17 15:56:00,175.3850,175.5000,175.3601,175.4800,114752
2017-10-17 15:55:00,175.3800,175.4200,175.3700,175.3700,97726
2017-10-17 15:54:00,175.3869,175.3999,175.3500,175.3800,64541
2017-10-17 15:53:00,175.3300,175.4000,175.3200,175.4000,66844
2017-10-17 15:52:00,175.4330,175.4400,175.3000,175.3495,111746
2017-10-17 15:51:00,175.4775,175.5400,175.4300,175.4387,60476
2017-10-17 15:50:00,175.4700,175.5400,175.4700,175.4875,68245
2017-10-17 15:49:00,175.4376,175.4900,175.3900,175.4700,98282
2017-10-17 15:48:00,175.4700,175.4700,175.3900,175.4400,55793
2017-10-17 15:47:00,175.4900,175.5200,175.4310,175.4700,53122
2017-10-17 15:46:00,175.5500,175.5600,175.4600,175.4800,38749
2017-10-17 15:45:00,175.5821,175.5900,175.5300,175.5500,44242
2017-10-17 15:44:00,175.4499,175.5800,175.4499,175.5800,32316
2017-10-17 15:43:00,175.3700,175.4600,175.3700,175.4499,47210
2017-10-17 15:42:00,175.4050,175.4600,175.3700,175.3900,30953
2017-10-17 15:41:00,175.4801,175.5800,175.3900,175.3900,53943
2017-10-17 15:40:00,175.6000,175.6462,175.4500,175.4900,41411
2017-10-17 15:39:00,175.5800,175.6660,175.5201,175.5960,50673
2017-10-17 15:38:00,175.6154,175.6300,175.5200,175.5700,40769
2017-10-17 15:37:00,175.6500,175.6700,175.6000,175.6100,48206
2017-10-17 15:36:00,175.6600,175.7890,175.6200,175.6596,90671
2017-10-17 15:35:00,175.5100,175.6800,175.4901,175.6500,72382
2017-10-17 15:34:00,175.5800,175.6000,175.3800,175.5100,100890
2017-10-17 15:33:00,175.4900,175.6100,175.4893,175.5600,32375
2017-10-17 15:32:00,175.5600,175.5600,175.3700,175.4899,61467
2017-10-17 15:31:00,175.6000,175.6200,175.5700,175.5825,49152
2017-10-17 15:30:00,175.5223,175.6100,175.5100,175.6000,43247
2017-10-17 15:29:00,175.7100,175.7500,175.5100,175.5250,70662
2017-10-17 15:28:00,175.6610,175.7600,175.5500,175.7100,181425
2017-10-17 15:27:00,175.5782,175.6800,175.5600,175.6665,72243
2017-10-17 15:26:00,175.6000,175.6000,175.5500,175.5620,35325
2017-10-17 15:25:00,175.5200,175.6200,175.4700,175.6000,64508
2017-10-17 15:24:00,175.4100,175.5200,175.3600,175.5200,51005
2017-10-17 15:23:00,175.5100,175.5274,175.4100,175.4300,69383
2017-10-17 15:22:00,175.6431,175.6599,175.5000,175.5250,56577
2017-10-17 15:21:00,175.5680,175.6800,175.5500,175.6310,48708
2017-10-17 15:20:00,175.7100,175.7100,175.5500,175.5800,32404
2017-10-17 15:19:00,175.7900,175.7900,175.6900,175.7200,22976
2017-10-17 15:18:00,175.8700,175.8700,175.7300,175.7600,27791
2017-10-17 15:17:00,175.6400,175.8800,175.6399,175.8600,46973
2017-10-17 15:16:00,175.6700,175.6800,175.5447,175.6300,48012
2017-10-17 15:15:00,175.7950,175.7950,175.6443,175.6600,83341
2017-10-17 15:14:00,175.8650,175.8900,175.7700,175.7700,32888
2017-10-17 15:13:00,175.8700,175.8900,175.8400,175.8649,11925
2017-10-17 15:12:00,175.7700,175.9500,175.7600,175.8800,66939
2017-10-17 15:11:00,175.7900,175.8400,175.7500,175.7600,26264
2017-10-17 15:10:00,175.6801,175.9000,175.6200,175.7750,61694
2017-10-17 15:09:00,175.5800,175.9000,175.5600,175.7190,99696
2017-10-17 15:08:00,175.7700,175.8700,175.5400,175.5878,238187
2017-10-17 15:07:00,176.0720,176.0800,175.7500,175.7700,297290
2017-10-17 15:06:00,176.0400,176.1000,176.0300,176.0700,36417
2017-10-17 15:05:00,176.0600,176.1000,176.0300,176.0400,38582
2017-10-17 15:04:00,176.0700,176.0700,176.0300,176.0650,40464
2017-10-17 15:03:00,176.0700,176.1000,176.0200,176.0400,53009
2017-10-17 15:02:00,175.7700,176.0800,175.7508,176.0390,151093
2017-10-17 15:01:00,175.7550,175.7800,175.6600,175.7550,107997
2017-10-17 15:00:00,175.6700,175.7600,175.6100,175.7500,62816
2017-10-17 14:59:00,175.7700,175.8000,175.6200,175.6700,71791
2017-10-17 14:58:00,175.9250,175.9700,175.7700,175.7850,51988
2017-10-17 14:57:00,175.9800,176.0000,175.8900,175.9207,20080
2017-10-17 14:56:00,175.9861,176.0400,175.9550,175.9750,25155
2017-10-17 14:55:00,175.9300,176.0000,175.9200,176.0000,20369
2017-10-17 14:54:00,176.0981,176.1700,175.9175,175.9232,45659
2017-10-17 14:53:00,176.0851,176.1300,176.0490,176.1200,11985
2017-10-17 14:52:00,176.0700,176.1300,176.0400,176.0850,38281
2017-10-17 14:51:00,176.1690,176.1700,176.0300,176.0300,99999
2017-10-17 14:50:00,176.1000,176.1800,176.0700,176.1500,24790
2017-10-17 14:49:00,176.0597,176.1000,176.0000,176.1000,28936
2017-10-17 14:48:00,175.9570,176.0700,175.9556,176.0401,25998
2017-10-17 14:47:00,175.9286,175.9900,175.8501,175.9699,30882
2017-10-17 14:46:00,176.0452,176.0800,175.9000,175.9110,28807
2017-10-17 14:45:00,175.9000,176.0668,175.8500,176.0400,73847
2017-10-17 14:44:00,176.1490,176.1490,175.9000,175.9418,116585
2017-10-17 14:43:00,176.2000,176.2000,176.0600,176.1400,37886
2017-10-17 14:42:00,176.1602,176.3000,176.1400,176.2000,41218
2017-10-17 14:41:00,176.0600,176.2000,176.0600,176.1700,32946
2017-10-17 14:40:00,176.1199,176.1199,176.0000,176.0500,93002
2017-10-17 14:39:00,176.1620,176.2200,176.0800,176.1300,57730
2017-10-17 14:38:00,176.3300,176.3470,176.1500,176.1500,49064
2017-10-17 14:37:00,176.3550,176.3800,176.2100,176.3300,35178
2017-10-17 14:36:00,176.4000,176.4300,176.2700,176.3550,70077
2017-10-17 14:35:00,176.2700,176.4900,176.2700,176.4000,33311
2017-10-17 14:34:00,176.3511,176.3600,176.2600,176.2898,41368
2017-10-17 14:33:00,176.3800,176.4100,176.3400,176.3500,22095
2017-10-17 14:32:00,176.3750,176.3824,176.3400,176.3800,19209
2017-10-17 14:31:00,176.2900,176.4400,176.2800,176.3700,19367
2017-10-17 14:30:00,176.5800,176.5979,176.2400,176.2400,116086
2017-10-17 14:29:00,176.7000,176.7300,176.5800,176.5900,21930
2017-10-17 14:28:00,176.6900,176.7200,176.6600,176.7065,12988
2017-10-17 14:27:00,176.5800,176.7400,176.5800,176.6600,30186
2017-10-17 14:26:00,176.5600,176.5750,176.5066,176.5500,12550
2017-10-17 14:25:00,176.6200,176.6200,176.5210,176.5700,10480
2017-10-17 14:24:00,176.6500,176.6600,176.3505,176.6000,123322
2017-10-17 14:23:00,176.6700,176.6900,176.6400,176.6520,10776
2017-10-17 14:22:00,176.6900,176.7100,176.6500,176.6900,16337
2017-10-17 14:21:00,176.6700,176.7100,176.6400,176.6850,14939
2017-10-17 14:20:00,176.7252,176.7252,176.6500,176.6800,16471
2017-10-17 14:19:00,176.8050,176.8075,176.6700,176.7300,27607
2017-10-17 14:18:00,176.7900,176.8500,176.7700,176.8300,15445
2017-10-17 14:17:00,176.7980,176.8500,176.7600,176.7919,70339
2017-10-17 14:16:00,176.7250,176.8200,176.7250,176.8200,19140
2017-10-17 14:15:00,176.6500,176.7600,176.6100,176.7234,41838
2017-10-17 14:14:00,176.6900,176.7000,176.6500,176.6500,10126
2017-10-17 14:13:00,176.7500,176.7500,176.6400,176.6702,13163
2017-10-17 14:12:00,176.7400,176.7799,176.7000,176.7300,11675
2017-10-17 14:11:00,176.8200,176.8215,176.7400,176.7400,9670
2017-10-17 14:10:00,176.8400,176.8500,176.8000,176.8400,8302
2017-10-17 14:09:00,176.7900,176.8300,176.7900,176.8300,8630
2017-10-17 14:08:00,176.8200,176.8350,176.7750,176.7750,8508
2017-10-17 14:07:00,176.7300,176.8500,176.7200,176.8500,29700
2017-10-17 14:06:00,176.7000,176.7500,176.6300,176.7400,22519
2017-10-17 14:05:00,176.7000,176.7500,176.6800,176.7150,11225
2017-10-17 14:04:00,176.8350,176.8350,176.6800,176.6900,24756
2017-10-17 14:03:00,176.8900,176.8900,176.8300,176.8400,31691
2017-10-17 14:02:00,176.9500,176.9600,176.8700,176.8900,11314
2017-10-17 14:01:00,176.9100,176.9700,176.8900,176.9500,8227
2017-10-17 14:00:00,176.9000,176.9200,176.8500,176.8900,11285
2017-10-17 13:59:00,176.9800,176.9900,176.9000,176.9100,7860
2017-10-17 13:58:00,176.8600,176.9890,176.8600,176.9800,14386
2017-10-17 13:57:00,176.8240,176.8890,176.8240,176.8700,12482
2017-10-17 13:56:00,176.8480,176.8480,176.8000,176.8175,11176
2017-10-17 13:55:00,176.8900,176.9100,176.8400,176.8400,4400
2017-10-17 13:54:00,176.8977,176.9100,176.8500,176.9100,16969
2017-10-17 13:53:00,176.9300,176.9300,176.8700,176.8700,6902
2017-10-17 13:52:00,176.9900,177.0000,176.9200,176.9233,9593
2017-10-17 13:51:00,176.9634,177.0200,176.9450,176.9900,36141
2017-10-17 13:50:00,176.9674,176.9800,176.9400,176.9800,13887
2017-10-17 13:49:00,176.9600,176.9700,176.9200,176.9700,10849
2017-10-17 13:48:00,176.9300,176.9600,176.8600,176.9600,7955
2017-10-17 13:47:00,176.8152,176.9200,176.8000,176.9200,17994
2017-10-17 13:46:00,176.8300,176.8300,176.7601,176.8200,20170
2017-10-17 13:45:00,176.9040,176.9200,176.8100,176.8350,8295
2017-10-17 13:44:00,176.8866,176.9200,176.8800,176.9000,6800
2017-10-17 13:43:00,176.9033,176.9100,176.8600,176.9031,20423
2017-10-17 13:42:00,176.9100,176.9200,176.8800,176.8900,12845
2017-10-17 13:41:00,176.9326,176.9700,176.8800,176.9000,7933
2017-10-17 13:40:00,176.9550,176.9600,176.9200,176.9500,8385
2017-10-17 13:39:00,176.9250,176.9540,176.9100,176.9540,5516
2017-10-17 13:38:00,177.0100,177.0100,176.9200,176.9200,10096
2017-10-17 13:37:00,176.9600,177.0200,176.9410,177.0200,16178
2017-10-17 13:36:00,176.9100,176.9900,176.9100,176.9752,5994
2017-10-17 13:35:00,176.9000,176.9800,176.9000,176.9311,17478
2017-10-17 13:34:00,176.9000,176.9400,176.8600,176.8900,8540
2017-10-17 13:33:00,176.8230,176.9200,176.7600,176.8857,14104
2017-10-17 13:32:00,176.8800,176.8800,176.8000,176.8016,10628
2017-10-17 13:31:00,176.7800,176.8800,176.7700,176.8400,17066
2017-10-17 13:30:00,176.8859,176.8899,176.7875,176.8000,8688
2017-10-17 13:29:00,176.9955,177.0000,176.9000,176.9000,7482
2017-10-17 13:28:00,176.9750,177.0162,176.9500,177.0000,17108
2017-10-17 13:27:00,177.0100,177.0177,176.9700,176.9800,6712
2017-10-17 13:26:00,177.0565,177.0732,177.0000,177.0100,5226
2017-10-17 13:25:00,177.0100,177.1200,177.0000,177.0800,15645
2017-10-17 13:24:00,177.0500,177.0500,176.9600,176.9900,11410
2017-10-17 13:23:00,176.9500,177.0700,176.9500,177.0300,16439
2017-10-17 13:22:00,176.9340,176.9600,176.8600,176.9600,11903
2017-10-17 13:21:00,177.0250,177.0300,176.9300,176.9300,15703
2017-10-17 13:20:00,177.0750,177.0800,177.0100,177.0250,11182
2017-10-17 13:19:00,177.0610,177.1100,177.0400,177.0750,20974
2017-10-17 13:18:00,177.0800,177.0900,177.0000,177.0702,12616
2017-10-17 13:17:00,177.0000,177.1000,177.0000,177.0750,21879
2017-10-17 13:16:00,177.1000,177.1100,176.9600,176.9600,15490
2017-10-17 13:15:00,177.0860,177.1000,177.0300,177.1000,17724
2017-10-17 13:14:00,177.1800,177.1900,177.0900,177.0900,5769
2017-10-17 13:13:00,177.1581,177.1800,177.1300,177.1700,7201
2017-10-17 13:12:00,177.1800,177.2100,177.1400,177.1400,12151
2017-10-17 13:11:00,177.0800,177.1800,177.0600,177.1800,22174
2017-10-17 13:10:00,177.2000,177.2200,177.0500,177.0500,17072
2017-10-17 13:09:00,177.0900,177.2500,177.0900,177.2100,21584
2017-10-17 13:08:00,177.0800,177.1700,177.0800,177.1033,22224
2017-10-17 13:07:00,177.3000,177.3200,177.0900,177.1399,20001
2017-10-17 13:06:00,177.3432,177.3600,177.2900,177.3000,9622
2017-10-17 13:05:00,177.3450,177.3600,177.2510,177.3578,26248
2017-10-17 13:04:00,177.3300,177.4800,177.3300,177.3800,40333
2017-10-17 13:03:00,177.2100,177.3600,177.1900,177.3599,35177
2017-10-17 13:02:00,176.9900,177.2100,176.9900,177.2000,31313
2017-10-17 13:01:00,176.9500,177.0176,176.9500,176.9935,31469
2017-10-17 13:00:00,177.0300,177.0900,176.9800,177.0000,10324
2017-10-17 12:59:00,176.9500,177.1000,176.9500,177.0050,33736
2017-10-17 12:58:00,176.9100,176.9700,176.8788,176.9311,18250
2017-10-17 12:57:00,176.7900,176.9200,176.7800,176.9100,15102
2017-10-17 12:56:00,176.6800,176.8400,176.6800,176.8164,16236
2017-10-17 12:55:00,176.7900,176.8200,176.6800,176.6800,14041
2017-10-17 12:54:00,176.8533,176.9100,176.7900,176.7900,12565
2017-10-17 12:53:00,176.7500,176.8600,176.7300,176.8600,14588
2017-10-17 12:52:00,176.8526,176.8600,176.7434,176.7512,13346
2017-10-17 12:51:00,176.8350,176.8700,176.8300,176.8600,14562
2017-10-17 12:50:00,176.8050,176.8600,176.8000,176.8300,20508
2017-10-17 12:49:00,176.8400,176.8700,176.7882,176.7900,10466
2017-10-17 12:48:00,176.7650,176.8400,176.7650,176.8300,12124
2017-10-17 12:47:00,176.8100,176.8400,176.7500,176.7800,17889
2017-10-17 12:46:00,176.8400,176.8400,176.6900,176.8000,38333
2017-10-17 12:45:00,176.8900,176.9000,176.8000,176.8000,15685
2017-10-17 12:44:00,176.9100,176.9500,176.8600,176.8692,10261
2017-10-17 12:43:00,176.8300,176.9499,176.8200,176.9035,24472
2017-10-17 12:42:00,176.9650,176.9800,176.8200,176.8350,33712
2017-10-17 12:41:00,176.9800,177.0000,176.9500,176.9500,5084
2017-10-17 12:40:00,177.0200,177.0200,176.9700,176.9900,10076
2017-10-17 12:39:00,176.9790,177.0500,176.9600,177.0300,6754
2017-10-17 12:38:00,176.9810,176.9810,176.9300,176.9541,10943
2017-10-17 12:37:00,177.0300,177.0400,176.9900,177.0100,6799
2017-10-17 12:36:00,177.0800,177.0800,176.9700,177.0400,22504
2017-10-17 12:35:00,177.1100,177.1100,176.9610,177.0600,35834
2017-10-17 12:34:00,177.2200,177.2500,177.1100,177.1326,18880
2017-10-17 12:33:00,177.2200,177.2500,177.1600,177.2000,16024
2017-10-17 12:32:00,177.2100,177.2400,177.1936,177.2400,8934
2017-10-17 12:31:00,177.1900,177.2200,177.1500,177.2000,7540
2017-10-17 12:30:00,177.1000,177.2000,177.1000,177.1800,12263
2017-10-17 12:29:00,177.2030,177.2200,177.1300,177.1300,12800
2017-10-17 12:28:00,177.2211,177.2500,177.1400,177.1932,17375
2017-10-17 12:27:00,177.2401,177.2600,177.1800,177.2300,15119
2017-10-17 12:26:00,177.2700,177.2800,177.2100,177.2500,11037
2017-10-17 12:25:00,177.1700,177.2800,177.1575,177.2600,13441
2017-10-17 12:24:00,177.1200,177.1700,177.1000,177.1519,19966
2017-10-17 12:23:00,177.1250,177.1700,177.1100,177.1700,9873
2017-10-17 12:22:00,177.1364,177.1600,177.0636,177.1187,14382
2017-10-17 12:21:00,177.1100,177.1400,177.0700,177.1110,7960
2017-10-17 12:20:00,177.2000,177.2000,177.1100,177.1300,9975
2017-10-17 12:19:00,177.1900,177.2692,177.1400,177.2100,16837
2017-10-17 12:18:00,177.0968,177.1900,177.0729,177.1900,17724
2017-10-17 12:17:00,177.1800,177.2000,177.0600,177.0894,22381
2017-10-17 12:16:00,177.1673,177.2000,177.1200,177.1700,15276
2017-10-17 12:15:00,177.0500,177.1900,177.0400,177.1696,8294
2017-10-17 12:14:00,177.0500,177.1600,177.0200,177.0800,7988
2017-10-17 12:13:00,177.0700,177.0800,176.9600,177.0653,16300
